simulation_id,seed
194,1474025376
195,1434970350
196,1692182035
197,1622335082
198,1859814127
199,267561047
200,629107183
201,474298205
202,850798102
203,590817081
204,1746335756
205,1872989208
206,804949025
207,1872847745
208,984567596
209,1774144711
210,903676219
211,23349195
212,1892723159
213,1078336587
214,186928927
215,167660654
216,440517929
217,1334663611
218,1259625587
219,534792554
220,933993486
221,1629087865
222,1653247430
223,645014130
224,1855574470
225,1381481713
226,1131030093
227,336919983
228,554042111
229,322380046
230,1536924958
231,1063821722
232,678315211
233,1938479326
234,739792730
235,347449217
236,721858523
237,1264165735
238,1256789230
239,898106774
240,1533148802
241,900190567
242,1613002919
243,649457566
244,1276121680
245,1665393565
246,1369981465
247,276398933
248,65207241
249,196487106
250,1913732435
251,227484107
252,1035640647
253,514172250
254,638886941
255,783322307
256,702314994
257,288711894
258,1234703728
259,1699166247
260,1975830759
261,145002190
262,303995807
263,1982659234
264,1639083471
265,589387644
266,662657124
267,1373770374
268,1545575520
269,1630957250
270,1001694163
271,255244298
272,608351400
273,1170458239
274,827175304
275,1314395807
276,1477499130
277,1845845779
278,1063947998
279,1455248911
280,260246116
281,499309999
282,40639920
283,292652222
284,1723216414
285,1296292962
286,404466756
287,1465216555
288,418016361
289,952902855
290,1660565154
291,786578671
292,352086453
293,1989698667
294,1214179814
295,550669570
296,1316913579
297,1756590889
298,1859991251
299,1470515134
300,715463569
301,1069173321
302,1789000058
303,332483067
304,1607832983
305,792978122
306,919916103
307,1093793780
308,1182954034
309,1488467372
310,76485266
311,1466910285
312,1403775196
313,656048747
314,949573323
315,1265025371
316,987850053
317,1771857680
318,1115013017
319,203259359
320,1577139062
321,1787396848
322,1366882248
323,1786976665
324,1731261374
325,1880454795
326,1492491198
327,618798199
328,158901737
329,98619251
330,703812754
331,93976710
332,1752722108
333,128904428
334,1471620649
335,293579886
336,1471504450
337,1131833660
338,1869044563
339,202118441
340,71416046
341,1221334488
342,1654066231
343,162554398
344,552192620
345,1435112132
346,1050070840
347,543190418
348,981241901
349,988428147
350,1350393164
351,631263981
352,1944788163
353,1606601513
354,731599690
355,1727605548
356,1569093700
357,1296694202
358,1668166977
359,263761038
360,136534832
361,1291569168
362,187846497
363,2126461
364,460485968
365,1466828630
366,536884116
367,1063438437
368,1613600706
369,1443593855
370,1550536939
371,1138192871
372,387103592
373,1368324598
374,1346937792
375,176052031
376,789025485
377,1917650705
378,445051007
379,1789738893
380,1107685028
381,142196695
382,1281796317
383,1021626162
384,1102597568
385,1085524582
386,627583733
387,1219194634
388,1215707079
389,985071728
390,1332446553
391,740405347
392,1147502528
393,1955094216
394,1466387244
395,1122151091
396,1470387443
397,1733113465
398,1071267125
399,818809924
400,1929367942
401,1500518376
402,91760700
403,1581296788
404,1721460073
405,1718735799
406,703194960
407,1542791931
408,1849990100
409,1054804354
410,1929573755
411,1989611825
412,41034349
413,84303879
414,44104653
415,18494292
416,781872345
417,1137401006
418,1579980801
419,261152018
420,778558319
421,180753752
422,1114130836
423,332272124
424,1037156592
425,1187592062
426,909410098
427,561259611
428,1314055992
429,846802143
430,1961939044
431,886229434
432,1974197230
433,1645209614
434,1280967972
435,755003283
436,638087352
437,183148445
438,349816369
439,55787659
440,262907644
441,321082665
442,1931343111
443,841539795
444,949750024
445,137620868
446,638107141
447,690040520
448,374643551
449,426518908
450,801442020
451,1734092840
452,1369674369
453,899380975
454,1319478870
455,1095195171
456,1375095096
457,1166125029
458,1770775785
459,196295612
460,576094198
461,1033367389
462,1120607722
463,1149069758
464,1444727222
465,634808628
466,587266534
467,615736394
468,1645589459
469,516166588
470,795886174
471,978895714
472,1393211628
473,785180770
474,508568474
475,236727569
476,1974790040
477,1982446127
478,1361454865
479,1665596872
480,888937054
481,259576533
482,942697413
483,898880671
484,305498033
485,756043228
486,631748925
487,219180788
488,1337202144
489,367740710
490,1363643623
491,183993897
492,1971019045
493,1311265575
494,1045288254
495,857255104
496,1111533996
497,1798246300
498,1654124345
499,1637161756
500,759312679
501,916867989
502,1445038821
503,1985779042
504,978449976
505,278261466
506,1801421518
507,231809339
508,768386428
509,1169481785
510,338892039
511,1404763167
512,960665107
513,1702458499
514,1129657952
515,1563996364
516,847860246
517,1227734796
518,1684339101
519,1839835996
520,1312776705
521,778081315
522,574467146
523,1663618510
524,1735347004
525,606165002
526,229755183
527,1480069091
528,88731288
529,1781022385
530,1689957197
531,961013212
532,365183904
533,1789249463
534,1959285819
535,808634425
536,1073314067
537,1633388314
538,140661264
539,211734198
540,421022140
541,590306848
542,345478199
543,504673935
544,99528225
545,73062751
546,366335889
547,547466308
548,1406766511
549,183728779
550,768773383
551,294349981
552,689203751
553,1476266354
554,856796559
555,1339599137
556,1849139800
557,939062391
558,117725909
559,1583493709
560,355747948
561,769894999
562,1464637733
563,850214153
564,1069514581
565,1346826023
566,1841242541
567,944111162
568,926253766
569,303979910
570,765550327
571,831133873
572,123807490
573,612704809
574,618802249
575,1500270586
576,952618850
577,1717179159
578,1367507266
579,679507525
580,181478660
581,1557813871
582,918290550
583,1373582836
584,53563539
585,1270827319
586,1528160402
587,836519957
588,1179796660
589,846989369
590,517054076
591,395793397
592,880164618
593,1111903379
594,1620794056
595,1758817480
596,651714140
597,1292023802
598,92160412
599,861216926
600,1941051600
601,370956079
602,1731155711
603,581278697
604,916809888
605,614940893
606,956226240
607,1897240041
608,659366770
609,1672859274
610,1810248192
611,1639497742
612,542221753
613,120024468
614,491398760
615,1003481254
616,533131968
617,1365900094
618,1010990029
619,1921924061
620,753165978
621,229880042
622,1092559623
623,409214115
624,1982206335
625,1891090276
626,455590796
627,1056280396
628,599459431
629,1010499305
630,644464065
631,377946584
632,288795311
633,1202243897
634,629023405
635,1699358286
636,1728741768
637,1318721149
638,1979111629
639,349992244
640,150805056
641,1481454902
642,293224680
643,1611443938
644,434749599
645,799585244
646,818958224
647,905023842
648,679949478
649,1623259216
650,527659868
651,210637676
652,623277249
653,56591462
654,394856818
655,1884872723
656,1177067325
657,318686251
658,943929519
659,1360863564
660,1013365073
661,1077470987
662,1743598294
663,570421484
664,1641633881
665,629054975
666,1934468642
667,693423049
668,1385003203
669,1108624151
670,234045295
671,41514710
672,1516014321
673,117938382
674,1895079880
675,795512226
676,799144446
677,1749459221
678,418870642
679,1524563421
680,1266292116
681,1861592301
682,1933080072
683,1628174527
684,1980559969
685,491120298
686,1525934424
687,1248669866
688,646738120
689,544952769
690,223272916
691,1115369041
692,1150283673
693,1621461513
694,1495003883
695,711186673
696,1603017104
697,907180391
698,1441412862
699,895887232
700,1604922643
701,1751619345
702,1303649467
703,289166205
704,209229015
705,248408676
706,1488158064
707,183499164
708,163032133
709,524647269
710,671374691
711,1376022174
712,491463984
713,1029998730
714,1456617414
715,1212917325
716,1920351869
717,1122093184
718,828838654
719,376469164
720,1750443915
721,1451228675
722,42243309
723,89151764
724,1763809220
725,720604327
726,382472290
727,388042900
728,1965159147
729,606376733
730,749934320
731,444550332
732,586868250
733,601418818
734,164156493
735,1914096463
736,1742433668
737,9752774
738,1345254788
739,1409749860
740,1821702801
741,874154508
742,22674576
743,257866850
744,1139905741
745,1761161078
746,1681731943
747,585720276
748,1782029884
749,27381559
750,1431428338
751,1035127316
752,894918415
753,1508462064
754,602991625
755,1803314369
756,1610742306
757,675091901
758,1938318118
759,1509226769
760,1322111884
761,361879336
762,1699952165
763,723092017
764,1191778546
765,1505356178
766,209215465
767,1739624097
768,1883254162
769,1058187170
770,1510200884
771,591207566
772,1811196935
773,769301405
774,1491907152
775,353151508
776,1397245140
777,713243170
778,1424286885
779,452167250
780,1061768896
781,382032681
782,359904331
783,57663089
784,373216751
785,798531808
786,262828518
787,1585300247
788,1013463475
789,301381574
790,406222963
791,918341956
792,1678741347
793,970577535
794,802770944
795,1565640251
796,646039254
797,966108048
798,392653134
799,397933611
800,1664998078
801,7086699
802,1793932480
803,67713787
804,745606167
805,112230777
806,1886989057
807,378966150
808,801340939
809,1726302256
810,371530208
811,1686456408
812,1387660813
813,1867967279
814,794469425
815,471341613
816,108228786
817,482800709
818,1132560346
819,320909862
820,1472480053
821,1505598145
822,1847105214
823,1461549091
824,650540870
825,145895869
826,1802041075
827,342293448
828,5058010
829,1780050312
830,197991706
831,1904738004
832,1522833787
833,235519562
834,972599363
835,1752107860
836,685025365
837,203451474
838,1875179164
839,1969263414
840,419844955
841,1329219990
842,1688253632
843,1222077279
844,157194786
845,1564160307
846,1875180614
847,147027085
848,56905582
849,1342102072
850,1617976869
851,901678405
852,1782124529
853,114662715
854,1818265394
855,612634672
856,1339089074
857,1511731468
858,908959593
859,357167870
860,773107727
861,208489595
862,353909439
863,855032581
864,1966626348
865,331332345
866,831068448
867,795187266
868,1994035124
869,883779552
870,226978598
871,1220822734
872,68456620
873,1870209894
874,849624068
875,1150703220
876,45314668
877,1877581437
878,1777856269
879,274052784
880,1364845143
881,422170033
882,988629153
883,1896808948
884,264088186
885,1335333546
886,749691008
887,1467742707
888,346292098
889,686676876
890,1760570056
891,1841187992
892,1502161612
893,1503107077
894,360714252
895,1976124282
896,1501671729
897,812997473
898,156937217
899,1606313452
900,419950126
901,517391176
902,774439022
903,792949026
904,1859433479
905,1697194064
906,1528977301
907,142612099
908,1611130505
909,594275452
910,766527075
911,1192790808
912,424567406
913,575471338
914,1313977441
915,627886941
916,105074714
917,1190827182
918,1267260484
919,1264419274
920,809016871
921,526673274
922,807558761
923,1781223301
924,600617166
925,1899232882
926,139756249
927,689781228
928,1643577269
929,1329649356
930,1016803540
931,1642964023
932,1743130448
933,365502853
934,479101033
935,1332506382
936,1337739203
937,1578220515
938,411006328
939,633203087
940,327385882
941,1511932701
942,1050163659
943,618608165
944,1219342500
945,1960865063
946,1231971880
947,1645475790
948,954457399
949,898914933
950,1165659832
951,1841940267
952,1489740219
953,1310508765
954,175981225
955,1876092438
956,395170625
957,1681392960
958,1476684418
959,1325230199
960,1532921773
961,1814810737
962,610289315
963,973180753
964,802133456
965,475194281
966,581578571
967,121479865
968,408265355
969,722961494
970,1776140508
971,753969778
972,1302183289
973,1682244793
974,1821354650
975,1625902199
976,1497095757
977,1203383661
978,843322721
979,1541783261
980,174006550
981,1414707752
982,1082332661
983,651921917
984,1102466246
985,791119431
986,1932859210
987,1186244212
988,1578896746
989,1771813903
990,199596942
991,1936957775
992,1014036718
993,486677181
994,228858288
995,1058054260
996,1417593418
997,1464034387
998,1597200085
999,680978442
1000,607421214
1001,1434684663
1002,9868793
1003,1023516528
1004,237599915
1005,1283130386
1006,641288141
1007,1977749313
1008,384039266
1009,1780545102
1010,1619140712
1011,1498216697
1012,110980355
1013,111250783
1014,1233854412
1015,799050371
1016,1307940568
1017,633733470
1018,1318647749
1019,39143315
1020,1843791375
1021,147706866
1022,1622078092
1023,1503655418
1024,1498286588
1025,1716193133
1026,1650829372
1027,1657229793
1028,1233168502
1029,893988725
1030,1505958703
1031,1512201339
1032,733876941
1033,1203852294
1034,1631847025
1035,1127175426
1036,1955218878
1037,163405214
1038,1050924051
1039,1457220022
1040,206581766
1041,509134570
1042,570359739
1043,1682490493
1044,293394378
1045,1074230126
1046,1189408807
1047,1365728139
1048,307722728
1049,1072562868
1050,1065827212
1051,903586541
1052,445254619
1053,591458587
1054,912611792
1055,1587809991
1056,353857748
1057,1655420252
1058,700394028
1059,1267091819
1060,220537956
1061,1425413283
1062,288158183
1063,1988448949
1064,758147875
1065,413444690
1066,200421903
1067,1825165747
1068,1330505204
1069,718734132
1070,1197489721
1071,1970103334
1072,1601571496
1073,1117071970
1074,1549323559
1075,751414328
1076,257525903
1077,798371436
1078,1501638565
1079,1114731297
1080,1060493087
1081,276666521
1082,1057927918
1083,236640221
1084,1799199313
1085,1822902402
1086,574934447
1087,247077584
1088,1674142422
1089,1101022394
1090,1620170052
1091,60287370
1092,291705097
1093,1891207463
1094,1361660635
1095,1838791383
1096,1874490845
1097,1686414093
1098,1050649328
1099,254617790
1100,1657483495
1101,130740605
1102,106836347
1103,1622628886
1104,1914413374
1105,1689341554
1106,133904256
1107,1297320219
1108,369661948
1109,1459851191
1110,1106172828
1111,1238666007
1112,136040647
1113,1128093027
1114,1212108555
1115,353134316
1116,1215476974
1117,1702102375
1118,483284479
1119,928325942
1120,852029870
1121,899757481
1122,888414498
1123,1516939490
1124,398972995
1125,1660866896
1126,1986141838
1127,434900776
1128,487043675
1129,333844584
1130,1844358489
1131,821329487
1132,1367684245
1133,106626866
1134,1337912929
1135,1388074331
1136,1057114896
1137,597549640
1138,431260066
1139,1170268020
1140,891886344
1141,1238071675
1142,846169054
1143,1970428843
1144,848543912
1145,1541682355
1146,57487132
1147,1776699928
1148,1146316115
1149,1071750738
1150,183827611
1151,1441057297
1152,309924533
1153,932169107
1154,511000391
1155,1134432650
1156,968306663
1157,557892654
1158,1146092550
1159,499750791
1160,582664872
1161,236707219
1162,1379642710
1163,365229587
1164,552236443
1165,668040419
1166,1184701399
1167,1472670780
1168,1006614901
1169,902733204
1170,835690458
1171,1491212960
1172,264207079
1173,1060900963
1174,698344881
1175,993946662
1176,1373917102
1177,30855228
1178,1109593375
1179,1774177637
1180,1337760391
1181,1557997226
1182,722550066
1183,506116600
1184,640993379
1185,1721152634
1186,123298319
1187,785585235
1188,1343015278
1189,1238841174
1190,1614605516
1191,1987219163
1192,108640960
1193,808373899
1194,1447327434
1195,437055596
1196,1120268229
1197,1469625419
1198,901785364
1199,1431393635
1200,1770266171
1201,659859173
1202,1693084445
1203,1222900015
1204,324047726
1205,1039908378
1206,1992024800
1207,1905399960
1208,1299382683
1209,376180155
1210,963886192
1211,729692525
1212,1175589016
1213,1450640960
1214,1956587597
1215,1781835231
1216,785627827
1217,61034514
1218,1543962669
1219,1551419819
1220,657411128
1221,1065664202
1222,612903791
1223,489176993
1224,1283270325
1225,1167461424
1226,203136960
1227,1934104803
1228,1829706961
1229,1524669166
1230,1162983136
1231,76767228
1232,175299319
1233,207533424
1234,1355222979
1235,1112338027
1236,368264543
1237,1629824546
1238,1281622935
1239,834508184
1240,443571506
1241,989676215
1242,760682226
1243,593457293
1244,1851850131
1245,814427968
1246,1087027828
1247,956833171
1248,568418029
1249,142957515
1250,687901789
1251,563908358
1252,142219008
1253,1494423511
1254,1068530171
1255,167990150
1256,959171973
1257,1336156795
1258,421174918
1259,134618178
1260,1116028956
1261,58544820
1262,1105412608
1263,133030871
1264,798270908
1265,1012293445
1266,795932103
1267,124594599
1268,1048422778
1269,1348398084
1270,940084994
1271,839876157
1272,1083464887
1273,1497921729
1274,288092942
1275,1877176674
1276,799062360
1277,1549461895
1278,963921362
1279,269536318
1280,585691763
1281,194886355
1282,1540003686
1283,1887319722
1284,77124487
1285,1891827067
1286,703406367
1287,464164984
1288,71422721
1289,748005627
1290,735757038
1291,679692611
1292,1710144354
1293,317585202
1294,1609176416
1295,743379279
1296,413074067
1297,1717936039
1298,313385921
1299,225528534
1300,1113821521
1301,1159254299
1302,193662328
1303,1254083252
1304,828372374
1305,944959580
1306,734856483
1307,1962127521
1308,918164834
1309,1289021499
1310,38423804
1311,1946135083
1312,1525982143
1313,786595769
1314,1922279510
1315,1179444513
1316,651366709
1317,1311782129
1318,1838132238
1319,1507738299
1320,118833051
1321,1324635132
1322,1700042604
1323,1484198881
1324,234743323
1325,1918264461
1326,1116007115
1327,49975538
1328,919956939
1329,486822742
1330,1088725392
1331,996731939
1332,693104394
1333,1221174407
1334,1810274322
1335,1404355662
1336,911257897
1337,14811103
1338,828053913
1339,1944240366
1340,1326399347
1341,39104726
1342,1093461284
1343,1909157334
1344,1048448116
1345,1757375404
1346,1852808131
1347,1305167392
1348,430844774
1349,1969323073
1350,766189306
1351,572575443
1352,43665397
1353,1622477691
1354,648335210
1355,1904108074
1356,895838093
1357,1125219863
1358,1462120585
1359,1764527321
1360,1120740741
1361,1697846498
1362,1053924845
1363,1300767014
1364,1366588629
1365,557869719
1366,722050535
1367,1690790494
1368,1325174490
1369,1025414190
1370,1837159762
1371,335618468
1372,862998113
1373,1391516623
1374,514826702
1375,560207529
1376,1674875228
1377,1586872890
1378,719544739
1379,630262848
1380,1104429832
1381,1881056776
1382,1697572736
1383,242871248
1384,1088919145
1385,1998796411
1386,1935195268
1387,319987937
1388,475006862
1389,1107137989
1390,1465737800
1391,1400322345
1392,89275435
1393,1938312924
1394,3479424
1395,1542041298
1396,345835599
1397,333398884
1398,1044883238
1399,1520656625
1400,1385664888
1401,1119459531
1402,1975569095
1403,1653408352
1404,1269825282
1405,94965373
1406,185411464
1407,871010204
1408,1663328427
1409,1500701407
1410,325191595
1411,687522197
1412,55308859
1413,259030620
1414,643265571
1415,748932496
1416,274060627
1417,636333915
1418,1043151541
1419,542182500
1420,183191502
1421,852427502
1422,336492506
1423,1529618264
1424,1945254156
1425,107155181
1426,1429327238
1427,1400498130
1428,709891480
1429,1118929664
1430,1088406874
1431,203287196
1432,476602795
1433,1842322924
1434,298263075
1435,1416539091
1436,1927966022
1437,274110297
1438,224126510
1439,450976171
1440,1478924976
1441,880032508
1442,1623781355
1443,1911834404
1444,1440913479
1445,390173269
1446,395270029
1447,1873958688
1448,1468043957
1449,727254217
1450,249123749
1451,77131334
1452,1861536520
1453,1038278064
1454,993906631
1455,1525364791
1456,1299832833
1457,1406635770
1458,180012570
1459,1541117727
1460,1208487785
1461,426960556
1462,320064152
1463,1205606388
1464,671738932
1465,656605838
1466,946504799
1467,1191524187
1468,1559963155
1469,228215433
1470,351136195
1471,1065433314
1472,62742297
1473,1143528371
1474,248509877
1475,1508293454
1476,1975576772
1477,974702944
1478,787428753
1479,4812199
1480,1113925932
1481,1098344315
1482,1723478559
1483,1274374078
1484,1433290052
1485,1551616888
1486,631721950
1487,1464006264
1488,1214231998
1489,1849227775
1490,66534289
1491,1148007416
1492,13664176
1493,617731889
1494,1526203314
1495,262972123
1496,1553710038
1497,456678215
1498,1806922882
1499,191945098
1500,755804644
1501,446308774
1502,1188274022
1503,432199651
1504,705720613
1505,1802521336
1506,1934091771
1507,809592694
1508,995656397
1509,1145480946
1510,242586130
1511,1324177485
1512,77548287
1513,575201767
1514,1010665434
1515,1666360962
1516,318542193
1517,1985134852
1518,1206781401
1519,1890596953
1520,759673603
1521,1833455915
1522,791979945
1523,638228139
1524,1083971810
1525,1143860541
1526,1518257884
1527,1927762399
1528,637187861
1529,1706390670
1530,1395848215
1531,1831417659
1532,711057740
1533,1442346714
1534,1883440261
1535,1560397243
1536,1123138654
1537,1265647588
1538,1855105378
1539,1052462308
1540,1216700018
1541,396920112
1542,1913907344
1543,1168503815
1544,1871660870
1545,1860121759
1546,268486256
1547,545256620
1548,657459587
1549,52287701
1550,1143414152
1551,1415825281
1552,1311542649
1553,1134722487
1554,1637424275
1555,836924874
1556,1505703243
1557,108825687
1558,52966668
1559,859461260
1560,1188923561
1561,1112814307
1562,1992669037
1563,1424240984
1564,941951967
1565,964237662
1566,1221898483
1567,841533215
1568,1449359495
1569,147730867
1570,649651676
1571,562920747
1572,89940985
1573,700349851
1574,1782206533
1575,444416911
1576,492113251
1577,1630717185
1578,1497643200
1579,236918066
1580,1620230373
1581,1866339431
1582,1201429734
1583,490415224
1584,1528543047
1585,643485409
1586,1188827798
1587,588209476
1588,1537866513
1589,278066241
1590,157186786
1591,851527852
1592,1559082514
1593,534906426
1594,1249661429
1595,1931384193
1596,170381533
1597,1334319429
1598,821294169
1599,45135263
1600,1059216550
1601,926752608
1602,1473641634
1603,1988276467
1604,588661263
1605,497238280
1606,776387602
1607,546467607
1608,1401105737
1609,950255367
1610,1158354464
1611,1651784016
1612,1991081656
1613,257350396
1614,1401308034
1615,1757144875
1616,558337479
1617,1921901773
1618,1067196813
1619,1874057448
1620,837477409
1621,1250154940
1622,1106981402
1623,1145595843
1624,1377290217
1625,1214795899
1626,125433568
1627,1172183571
1628,1521971103
1629,1899223647
1630,1857573121
1631,1160752860
1632,1014178464
1633,1255900111
1634,1024952689
1635,1799557969
1636,859460512
1637,1444320757
1638,707736020
1639,1511393878
1640,1163602200
1641,1491366078
1642,352536172
1643,1676074194
1644,1940012682
1645,921956016
1646,941184000
1647,713467290
1648,1899776599
1649,1563152399
1650,1468930393
1651,1370978346
1652,1341229889
1653,991445109
1654,1196088502
1655,1004365964
1656,1420485916
1657,1114511410
1658,20776761
1659,1177491761
1660,1870684293
1661,1953769355
1662,1990586830
1663,259572991
1664,882857221
1665,1140093016
1666,667578242
1667,778034129
1668,1015038368
1669,1614737898
1670,609458065
1671,1221711990
1672,930840535
1673,1603680593
1674,618098416
1675,1848318599
1676,1820705123
1677,897619702
1678,555286710
1679,809651516
1680,1501708616
1681,1899859349
1682,872370545
1683,491160162
1684,1966990818
1685,1812572350
1686,1535957995
1687,1018736088
1688,1837655996
1689,68186281
1690,473749348
1691,1056410897
1692,1963472790
1693,925046958
1694,1362667599
1695,1250413104
1696,1272093404
1697,322656687
1698,1896184443
1699,1568932060
1700,1928661443
1701,468368715
1702,1802226101
1703,1357397846
1704,264621855
1705,1568452145
1706,1788498206
1707,1519479691
1708,1021704717
1709,1866476870
1710,606747954
1711,1667279063
1712,803525476
1713,291241106
1714,1192047903
1715,135074999
1716,345555259
1717,1651261405
1718,1017166193
1719,761781229
1720,981551133
1721,1376136148
1722,1710693040
1723,545777842
1724,1315092975
1725,2791373
1726,80048021
1727,420112902
1728,1961391439
1729,91214080
1730,1242279722
1731,1495672189
1732,1727104770
1733,669348867
1734,1913522413
1735,376767985
1736,1774421568
1737,1736046277
1738,629633301
1739,123351929
1740,1904378072
1741,1948812680
1742,1158666692
1743,380454905
1744,188440447
1745,895208510
1746,665805168
1747,535545572
1748,1082551594
1749,1091904785
1750,698093687
1751,662004744
1752,1806138303
1753,1012661540
1754,1291227889
1755,1241124612
1756,1477595936
1757,494581968
1758,1728969444
1759,1996535036
1760,1011433991
1761,1156995824
1762,1501609631
1763,1204288807
1764,718615549
1765,621557060
1766,1647010521
1767,152132423
1768,1516459348
1769,1469714404
1770,853537922
1771,762339243
1772,1333198963
1773,1866949605
1774,1239441799
1775,201005541
1776,941043606
1777,1376331482
1778,968860317
1779,1647875104
1780,304819429
1781,676683458
1782,1774508704
1783,519366170
1784,450077079
1785,356107859
1786,1838878137
1787,780062318
1788,297008011
1789,208009975
1790,1187148358
1791,887899153
1792,52283614
1793,860250015
1794,93158555
1795,764641413
1796,930050473
1797,1023119220
1798,1614315008
1799,144993716
1800,803721104
1801,1925662870
1802,1803918560
1803,64344148
1804,1928696917
1805,221753698
1806,1445152825
1807,448749
1808,1826813219
1809,370789068
1810,804650118
1811,1529536007
1812,903412942
1813,1864761005
1814,297724930
1815,801282727
1816,1277563995
1817,1784911274
1818,142396514
1819,684369551
1820,494728787
1821,281545496
1822,905329434
1823,804138291
1824,145168704
1825,1085877604
1826,1789629501
1827,1071749854
1828,664169901
1829,603997585
1830,1470617832
1831,171413313
1832,1040826817
1833,222563086
1834,589533757
1835,661856273
1836,1649956605
1837,1181738728
1838,137089755
1839,1623552523
1840,549606556
1841,1920091817
1842,1361364372
1843,1003265396
1844,1226138011
1845,1147443395
1846,395163902
1847,646698735
1848,1012814672
1849,1498815579
1850,980773279
1851,1541017818
1852,1060091141
1853,650424181
1854,171814080
1855,839997958
1856,1841854887
1857,22881287
1858,1878020988
1859,587208114
1860,1510983202
1861,1882553320
1862,418924002
1863,1384625372
1864,808550088
1865,1657416182
1866,1228938675
1867,1017458764
1868,1016602157
1869,1155303433
1870,1729821797
1871,432704655
1872,1349582443
1873,352671541
1874,1235417792
1875,634659517
1876,1885114451
1877,1503788429
1878,539699912
1879,760048720
1880,612025457
1881,1559783549
1882,1421375823
1883,551527545
1884,481627799
1885,1475965542
1886,1842513537
1887,1410015911
1888,114873104
1889,1756095000
1890,577113490
1891,252793121
1892,561274743
1893,733893359
1894,1179767611
1895,607214732
1896,850074231
1897,443062367
1898,1986148230
1899,1293123447
1900,707566545
1901,301229171
1902,1895120646
1903,211180648
1904,93938906
1905,1309449496
1906,1023575866
1907,111830663
1908,1936559414
1909,1002685358
1910,825679210
1911,238189715
1912,1692062888
1913,740136337
1914,627464992
1915,1650280067
1916,1240933043
1917,173486028
1918,1133084462
1919,1228835086
1920,1096293387
1921,874829646
1922,1054815334
1923,1989502908
1924,1497538052
1925,1490540672
1926,476827870
1927,162503138
1928,1457770347
1929,309808474
1930,71438821
1931,965741149
1932,152215926
1933,1541656134
1934,1516481679
1935,1941262311
1936,1920453958
1937,1277197732
1938,1684759936
1939,123719372
1940,1671194015
1941,778886213
1942,11396674
1943,1431866102
1944,882794032
1945,350205889
1946,1865772262
1947,1878859191
1948,521294200
1949,1128900012
1950,1464879449
1951,1088990813
1952,1471020856
1953,77552262
1954,814313732
1955,1561036069
1956,1935320221
1957,1743112464
1958,409390987
1959,485287227
1960,1726647014
1961,1715669680
1962,1564159603
1963,1577724233
1964,1222163716
1965,1541738857
1966,89356676
1967,271291107
1968,1650087289
1969,269281035
1970,1151913058
1971,1908195838
1972,247902073
1973,166705934
1974,1681468928
1975,110798381
1976,916039994
1977,401670339
1978,808422139
1979,1240038823
1980,1864349548
1981,1315814713
1982,1378304450
1983,1610798178
1984,1824809852
1985,824878003
1986,1726945161
1987,761428679
1988,965983582
1989,1840672765
1990,99179694
1991,907227990
